"logFC"	"logCPM"	"LR"	"PValue"	"FDR"
"CDS:b4240:treB:fused_trehalose28maltose29-specific_PTS_enzyme,_IIB_component2FIIC_component:cds4156:-:1421:NC_000913.3"	0.389067452067416	11.178672985295	0.27902430033398	0.597341439011122	0.78860168091532
"CDS:b3488:yhiJ:DUF4049_family_protein:cds3424:-:1622:NC_000913.3"	0.597934499129498	3.50527987649629	0.278966900899597	0.597379147217639	0.78860168091532
"CDS:b1163:bluF:anti-repressor_for_YcgE2C_blue_light-responsive3B_FAD-binding3B_has_c-di-GMP_phosphodiesterase-like_EAL_domain2C_but_does_not_degrade_c-di-GMP:cds1141:-:1211:NC_000913.3"	0.821893098828131	5.36436658622364	0.278806318983295	0.597484666886112	0.78860168091532
"CDS:b0662:ubiF:2-octaprenyl-3-methyl-6-methoxy-12C4-benzoquinol_oxygenase:cds658:+:1175:NC_000913.3"	0.296035882525128	6.88990151468293	0.277626618784621	0.598261051031804	0.789391956884008
"CDS:b2623:yfjH:CP4-57_prophage3B_uncharacterized_protein:cds2599:-:956:NC_000913.3"	-0.406657368450396	4.91271132875979	0.277009609121661	0.598667957066179	0.789694390383527
"CDS:b1548:nohQ:Qin_prophage3B_putative_side_tail_fiber_assembly_protein:cds1534:-:527:NC_000913.3"	0.759916758661339	2.48578846288661	0.276556999611418	0.598966812467264	0.789854158636357
"CDS:b0905:ycaO:ribosomal_protein_S12_methylthiotransferase_accessory_factor:cds885:-:1760:NC_000913.3"	0.31241333602377	6.25129423311849	0.276243646360435	0.599173900713907	0.789892855168378
"CDS:b4237:nrdG:anaerobic_ribonucleotide_reductase_activating_protein:cds4153:-:464:NC_000913.3"	0.535119854858185	5.00048812767588	0.275356923767864	0.59976072946433	0.790431993398423
"CDS:b2860:insD1:IS2_transposase_TnpB:cds2818:-:905:NC_000913.3"	0.54466986708662	3.3945085807274	0.274772023713063	0.600148473440371	0.790666754494066
"CDS:b3464:ftsY:Signal_Recognition_Particle_28SRP29_receptor:cds3399:-:1493:NC_000913.3"	0.292595573014187	7.82109753310495	0.274388831445577	0.600402785914946	0.790666754494066
"CDS:b2414:cysK:cysteine_synthase_A2C_O-acetylserine_sulfhydrolase_A_subunit:cds2393:+:971:NC_000913.3"	0.320196750395059	8.27378472866212	0.274283675762588	0.600472613955327	0.790666754494066
"CDS:b0636:rlmH:23S_rRNA_m28329Psi1915_pseudouridine_methyltransferase2C_SAM-dependent:cds632:-:467:NC_000913.3"	0.372376946144425	5.25484074460863	0.273547666828833	0.600961834625045	0.790860675836663
"CDS:b4088:alsB:D-allose_transporter_subunit:cds4005:-:935:NC_000913.3"	-0.493230334420366	4.7973440267971	0.27352665915261	0.600975810598653	0.790860675836663
"CDS:b1749:xthA:exonuclease_III:cds1737:+:806:NC_000913.3"	0.36341660436571	5.56307252609239	0.272933386017566	0.601370785474534	0.791146172483372
"CDS:b1459:yncI:uncharacterized_protein:cds1446:+:737:NC_000913.3"	0.697410724482464	2.91166722353468	0.272276588766475	0.601808689732302	0.791487960097765
"CDS:b2757:casD:CRISP_RNA_28crRNA29_containing_Cascade_antiviral_complex_protein:cds2719:-:674:NC_000913.3"	0.609907405895533	3.05159775068165	0.27073613252702	0.602838395384915	0.792446668368838
"CDS:b1449:curA:curcumin2Fdihydrocurcumin_reductase2C_NADPH-dependent:cds1437:+:1037:NC_000913.3"	0.385004451150538	5.24686606985657	0.270652685304185	0.602894281223007	0.792446668368838
"CDS:b3595:rhsJ:HEAT-domain_lethality_reduction_protein3B_putative_immunity_protein_for_putative_polymorphic_toxin_RhsA:cds3536:+:944:NC_000913.3"	0.520260302767625	3.52889071422242	0.269395367150813	0.603737653711053	0.793320559755151
"CDS:b1128:roxA:50S_ribosomal_protein_L16_arginine_hydroxylase3B_2-oxoglutarate_oxygenase:cds1105:-:1121:NC_000913.3"	-0.289973232029261	6.96062817488719	0.268829125819082	0.604118288073287	0.793586069227812
"ncRNA:sokC:rna0:+:54:NC_000913.3"	-0.672854487835661	2.82339509364376	0.268447642745167	0.604375012536729	0.793688698496816
"CDS:b2605:yfiB:OM_lipoprotein_putative_positive_effector_of_YfiN_activity:cds2583:+:482:NC_000913.3"	0.429256149966494	4.59727506900028	0.267857268620299	0.604772769695366	0.793718901025384
"CDS:b0128:yadH:inner_membrane_putative_ABC_superfamily_transporter_permease:cds123:+:770:NC_000913.3"	-0.378311533610027	5.09182148678999	0.267670144165878	0.604898958438697	0.793718901025384
"CDS:b0386:proC:pyrroline-5-carboxylate_reductase2C_NAD28P29-binding:cds379:-:809:NC_000913.3"	0.34178234702996	5.82420711172614	0.267484193037744	0.605024411343124	0.793718901025384
"CDS:b0172:frr:ribosome_recycling_factor:cds166:+:557:NC_000913.3"	-0.319146337043479	8.67214135005601	0.267253921775271	0.605179841682156	0.793718901025384
"CDS:b3128:garD:28D29-galactarate_dehydrogenase:cds3073:+:1571:NC_000913.3"	-0.374919844208518	7.07374502044468	0.267089266424777	0.605291034107792	0.793718901025384
"CDS:b1644:ydhJ:putative_membrane_fusion_protein_28MFP29_of_YdhJK_efflux_pump:cds1633:+:857:NC_000913.3"	0.504404360481198	4.33774722929295	0.26642291303823	0.605741469240138	0.793829528798153
"CDS:b1125:potB:polyamine_transporter_subunit:cds1102:-:827:NC_000913.3"	0.355100028484528	5.55934481727129	0.266419850480366	0.605743541084666	0.793829528798153
"CDS:b1889:motB:protein_that_enables_flagellar_motor_rotation:cds1881:-:926:NC_000913.3"	-1.42685687587911	4.89001192707213	0.266171965133249	0.605911287507501	0.793829528798153
"CDS:b1184:umuC:DNA_polymerase_V2C_subunit_C:cds1164:+:1268:NC_000913.3"	0.642515553896967	3.45816436713018	0.265791996023205	0.606168608388553	0.793932595248667
"CDS:b0811:glnH:glutamine_transporter_subunit:cds792:-:746:NC_000913.3"	-0.303529352878972	7.14442764008898	0.265267743866311	0.606524022432969	0.793962586877295
"CDS:b3266:acrF:multidrug_efflux_system_protein:cds3210:+:3104:NC_000913.3"	0.432074727416381	5.13959619353326	0.265231181999972	0.606548825933487	0.793962586877295
"CDS:b2626:yfjJ:CP4-57_prophage3B_uncharacterized_protein:cds2602:+:626:NC_000913.3"	-0.636247243243748	2.84750234052612	0.264909100950395	0.606767418610055	0.79401484343436
"CDS:b0919:ycbJ:protein_kinase-like_domain_protein:cds899:+:893:NC_000913.3"	0.315738629346521	8.09900832546468	0.264261560952463	0.607207405673019	0.794277136821565
"CDS:b2877:mocA:CTP,molybdopterin_cytidylyltransferase:cds2833:+:578:NC_000913.3"	-0.380723229400863	5.90608940109305	0.264088197375571	0.607325317488676	0.794277136821565
"CDS:b3653:gltS:glutamate_transporter:cds3599:-:1205:NC_000913.3"	-0.344291939610287	5.47153110701281	0.263031729701427	0.608044924691927	0.794984302833458
"CDS:b3514:mdtF:anaerobic_multidrug_efflux_transporter2C_ArcA-regulated:cds3450:+:3113:NC_000913.3"	-0.471641720473656	4.31762457012723	0.262369984967087	0.608496598754398	0.795324052042632
"CDS:b0092:ddlB:D-alanine,D-alanine_ligase:cds89:+:920:NC_000913.3"	0.282081339098597	7.46455925944871	0.262126875219045	0.608662713995723	0.795324052042632
"CDS:b4119:melA:alpha-galactosidase2C_NAD28P29-binding:cds4036:+:1355:NC_000913.3"	-0.487844092747798	5.5492000271993	0.261112982476604	0.609356550055157	0.795996622117906
"CDS:b1632:rsxE:SoxR_iron-sulfur_cluster_reduction_factor_component3B_electron_transport_inner_membrane_NADH-quinone_reductase:cds1621:+:695:NC_000913.3"	0.42550636912259	4.27848380562374	0.260337611719934	0.609888305888082	0.796349315975444
"CDS:b3323:gspA:general_secretory_pathway_component2C_cryptic:cds3260:-:1469:NC_000913.3"	0.696863947425467	2.50627166291138	0.260196862935403	0.609984939599552	0.796349315975444
"CDS:b1888:cheA:fused_chemotactic_sensory_histidine_kinase_in_two-component_regulatory_system_with_CheB_and_CheY,_sensory_histidine_kinase2Fsignal_sensing_protein:cds1880:-:1964:NC_000913.3"	-0.915391164474848	5.46905025402862	0.25964146638354	0.610366579205092	0.796613532448583
"CDS:b0173:dxr:1-deoxy-D-xylulose_5-phosphate_reductoisomerase:cds167:+:1196:NC_000913.3"	0.286086721986718	6.57730528711876	0.257889524628973	0.611573801024273	0.797954777378705
"CDS:b0404:acpH:acyl_carrier_protein_28ACP29_phosphodiesterase3B_ACP_hydrolyase:cds396:-:581:NC_000913.3"	0.573183496294901	2.82564599324404	0.257147552635209	0.612086631733277	0.798219940012358
"CDS:b2580:ung:uracil-DNA-glycosylase:cds2563:+:689:NC_000913.3"	-0.286901441775046	6.50273218938818	0.256894127052318	0.612262005649511	0.798219940012358
"CDS:b1972:yedZ:inner_membrane_heme_subunit_for_periplasmic_YedYZ_reductase:cds1956:+:635:NC_000913.3"	0.564416179730463	3.30190748025576	0.256654344295724	0.612428038677826	0.798219940012358
"CDS:b0678:nagB:glucosamine-6-phosphate_deaminase:cds663:-:800:NC_000913.3"	0.316801210397649	6.96431862208469	0.256556959849513	0.612495498524334	0.798219940012358
"CDS:b3516:gadX:acid_resistance_regulon_transcriptional_activator3B_autoactivator:cds3452:-:824:NC_000913.3"	-0.442750781357833	6.44529509317148	0.254777008474387	0.613731344318646	0.799596040501925
"CDS:b3311:rpsQ:30S_ribosomal_subunit_protein_S17:cds3248:-:254:NC_000913.3"	-0.373454438850281	10.787821306073	0.253444896528833	0.614659797585187	0.800401782112483
"CDS:b4244:pyrI:aspartate_carbamoyltransferase2C_regulatory_subunit:cds4161:-:461:NC_000913.3"	-0.479112758973868	4.29453414563788	0.253372978961469	0.614710009529682	0.800401782112483
"CDS:b3930:menA:12C4-dihydroxy-2-naphthoate_octaprenyltransferase:cds3857:-:926:NC_000913.3"	0.376132786711047	4.80934725607348	0.253059725137171	0.6149288236611	0.800452165304608
"CDS:b0847:ybjL:putative_transporter:cds828:-:1685:NC_000913.3"	-0.336194522741929	6.0689411228447	0.252261541998568	0.615487138828559	0.800944317702523
"CDS:b2256:arnD:undecaprenyl_phosphate-alpha-L-ara4FN_deformylase:cds2239:+:890:NC_000913.3"	0.644681856958919	3.2093709168799	0.251787749924519	0.615819071461558	0.801141672592261
"CDS:b1047:opgC:osmoregulated_periplasmic_glucan_succinylation_membrane_protein:cds1025:-:1157:NC_000913.3"	-0.495151850744286	4.04203335527946	0.250942599308527	0.616412145006869	0.801505064473964
"CDS:b4593:ymgI:uncharacterized_protein:cds1151:-:173:NC_000913.3"	0.819498161091453	2.23277047712484	0.250875740317041	0.616459115745276	0.801505064473964
"CDS:b1929:yedE:UPF0394_family_sulfur_transport_domain-containing_inner_membrane_protein:cds1918:+:1205:NC_000913.3"	-0.362152913791865	5.08244051093054	0.250372706929719	0.616812765255362	0.80173030967968
"CDS:b2922:yggE:oxidative_stress_defense_protein:cds2878:-:740:NC_000913.3"	-0.286537870211716	6.61789821114031	0.249169092744199	0.617660753353123	0.802406418578128
"CDS:b4203:rplI:50S_ribosomal_subunit_protein_L9:cds4121:+:449:NC_000913.3"	-0.331224659751045	9.10858919456971	0.249121906273217	0.617694049945044	0.802406418578128
"CDS:b0958:sulA:SOS_cell_division_inhibitor:cds938:-:509:NC_000913.3"	-0.303973653451036	5.97869302657232	0.24872517120486	0.617974157391508	0.802535697091719
"CDS:b3124:garK:glycerate_kinase_I:cds3069:-:1145:NC_000913.3"	0.524858232016362	5.44098302456641	0.247553270389117	0.618803188499745	0.803377554686785
"CDS:b1803:yeaX:putative_YeaWX_dioxygenase_beta_subunit2C_reductase_component:cds1793:+:965:NC_000913.3"	0.463127886856702	3.91907596881721	0.247066755889676	0.619148079910496	0.803590556986637
"CDS:b0465:mscK:mechanosensitive_channel_protein2C_intermediate_conductance2C_K2B_regulated:cds456:+:3362:NC_000913.3"	-0.281702322304084	7.10189763617997	0.246794710150286	0.619341118490305	0.803606403086399
"CDS:b2843:kduI:hexuronate_isomerase3B_hexuronate_utilization_in_high_osmolarity:cds2802:-:836:NC_000913.3"	0.471948819134323	3.72248405200371	0.246410908688037	0.619613682556862	0.803725395587476
"CDS:b3070:yqjH:putative_siderophore_interacting_protein:cds3019:-:764:NC_000913.3"	-0.44127683351883	4.62917624653557	0.244539725016246	0.62094634210732	0.805219009140627
"CDS:b4211:qorB:NAD28P29H,quinone_oxidoreductase:cds4129:-:860:NC_000913.3"	0.455489667252453	4.09147858030115	0.244146774278181	0.621227007962375	0.805347964814701
"CDS:b0355:frmB:S-formylglutathione_hydrolase:cds351:-:833:NC_000913.3"	0.361150131725015	5.0536049778061	0.243114503799394	0.621965650284746	0.806070384912631
"CDS:b2514:hisS:histidyl_tRNA_synthetase:cds2495:-:1274:NC_000913.3"	0.27914159374569	8.25525613227797	0.241477726607822	0.623140854128986	0.807358004591607
"CDS:b2577:yfiE:putative_DNA-binding_transcriptional_regulator:cds2560:-:881:NC_000913.3"	-0.430877266015479	4.59429210515814	0.239813869468397	0.624340580356878	0.808676636288536
"CDS:b1586:ynfD:DUF1161_family_periplasmic_protein:cds1573:+:305:NC_000913.3"	0.33144743549605	5.54337197924146	0.239342507397015	0.624681394320776	0.808882318287158
"CDS:b4479:dgoR:putative_DNA-binding_transcriptional_regulator:cds3642:-:689:NC_000913.3"	-0.413919252631335	5.130359465607	0.238887151696485	0.625011030233483	0.809073410532362
"CDS:b3572:avtA:valine-pyruvate_aminotransferase_1:cds3511:+:1253:NC_000913.3"	0.288325981333555	6.09079406567721	0.238229783782057	0.625487591738402	0.809454530484991
"CDS:b3730:glmU:fused_N-acetyl_glucosamine-1-phosphate_uridyltransferase2Fglucosamine-1-phosphate_acetyl_transferase:cds3678:-:1370:NC_000913.3"	-0.285796334553655	8.90225345478438	0.237460228078351	0.626046519767607	0.809779276016239
"CDS:b3075:ebgR:transcriptional_repressor:cds3024:+:983:NC_000913.3"	-0.284590360224403	6.42252018690758	0.236820172620506	0.626512246166595	0.809779276016239
"CDS:b3222:nanK:N-acetylmannosamine_kinase:cds3166:-:875:NC_000913.3"	-0.411560058859942	4.71616090985744	0.236819809133995	0.626512510872956	0.809779276016239
"CDS:b3698:yidB:DUF937_family_protein:cds3645:-:398:NC_000913.3"	-0.536247133375521	4.20778394564104	0.236736782966489	0.626572980648972	0.809779276016239
"CDS:b2679:proX:glycine_betaine_transporter_subunit:cds2647:+:992:NC_000913.3"	0.286939031793401	8.4666579906447	0.236631575677174	0.626649624261891	0.809779276016239
"CDS:b1624:ydgJ:putative_oxidoreductase:cds1612:-:1040:NC_000913.3"	-0.331222503581186	5.49998811337578	0.234941432443073	0.627883792985878	0.811013144423154
"CDS:b2104:thiM:hydoxyethylthiazole_kinase:cds2088:-:788:NC_000913.3"	0.523555506232265	3.64970010646418	0.234753049220533	0.628021692627153	0.811013144423154
"CDS:b4484:cpxP:inhibitor_of_the_cpx_response3B_periplasmic_adaptor_protein:cds3841:+:500:NC_000913.3"	-0.485104397827615	8.81116715147333	0.234575198664075	0.628151944893001	0.811013144423154
"CDS:b3396:mrcA:fused_penicillin-binding_protein_1a,_murein_transglycosylase2Fmurein_transpeptidase:cds3333:+:2552:NC_000913.3"	0.267657255750124	6.56575849342809	0.234284350268106	0.628365084715502	0.811052697204674
"CDS:b3711:yidZ:putative_DNA-binding_transcriptional_regulator:cds3659:+:959:NC_000913.3"	0.394541031389181	4.72905713496097	0.231924383160262	0.630100584138433	0.813056619021834
"CDS:b2194:ccmH:heme_lyase2C_CcmH_subunit:cds2177:-:1052:NC_000913.3"	0.397740316208435	5.90289744971154	0.231627886887661	0.630319393260379	0.813102868983781
"CDS:b1000:cbpA:DnaK_co-chaperone3B_curved_DNA-binding_protein:cds982:-:920:NC_000913.3"	-0.296994738529957	6.01018541738164	0.230710081020974	0.630997813282636	0.813663871726196
"CDS:b0941:elfG:putative_fimbrial-like_adhesin_protein:cds921:+:1070:NC_000913.3"	0.443445168027329	3.85698561982437	0.230544384129104	0.63112046936098	0.813663871726196
"CDS:b3362:yhfG:putative_Fic-binding_protein:cds3300:-:167:NC_000913.3"	-0.582300815582055	2.86574993056169	0.229917031831031	0.631585354956236	0.813796778872527
"CDS:b3656:yicI:putative_alpha-glucosidase:cds3602:-:2318:NC_000913.3"	0.415174847778729	4.49362016842909	0.229911032617518	0.631589804304984	0.813796778872527
"CDS:b3717:cbrC:UPF0167_family_protein:cds3665:+:587:NC_000913.3"	-0.453259060793479	4.79501536520761	0.229185696302354	0.63212828080005	0.814254515905919
"CDS:b3962:sthA:pyridine_nucleotide_transhydrogenase2C_soluble:cds3888:-:1400:NC_000913.3"	-0.299170570006244	7.93068430797427	0.228641403744892	0.632533041982012	0.814444647874294
"CDS:b1606:folM:dihydromonapterin_reductase2C_NADPH-dependent3B_dihydrofolate_reductase_isozyme:cds1594:+:722:NC_000913.3"	0.410748908958285	4.07130884507868	0.228494453796769	0.632642422246189	0.814444647874294
"CDS:b0175:cdsA:CDP-diglyceride_synthase:cds169:+:857:NC_000913.3"	-0.265662244019275	6.63053168860988	0.22810678702574	0.63293118441355	0.814580418052075
"CDS:b2151:galS:galactose-_and_fucose-inducible_galactose_regulon_transcriptional_isorepressor3B_mgl_operon_transcriptional_repressor3B_autorepressor:cds2135:-:1040:NC_000913.3"	-0.349551249776076	5.23371898539983	0.227771195554525	0.633181400588752	0.814666515407184
"CDS:b4038:yjbI:maltose_regulon_periplasmic_protein:cds3953:+:1322:NC_000913.3"	0.606485377734812	3.22312646728377	0.226483000538564	0.634143982490328	0.815338152321166
"CDS:b0262:afuC:CP4-6_prophage3B_putative_ferric_transporter_subunit:cds254:-:1046:NC_000913.3"	0.663561917308373	2.27894624262665	0.226116645628819	0.634418348074884	0.815338152321166
"CDS:b4544:arnE:undecaprenyl_phosphate-alpha-L-ara4N_exporter3B_flippase_ArnEF_subunit:cds2241:+:335:NC_000913.3"	0.663561917308373	2.27894624262665	0.226116645628819	0.634418348074884	0.815338152321166
"CDS:b1486:ddpB:D-ala-D-ala_transporter_subunit:cds1472:-:1022:NC_000913.3"	0.636249802610047	2.52660852819191	0.22591063589715	0.6345727498366	0.815338152321166
"CDS:b1085:yceQ:uncharacterized_protein:cds1062:+:320:NC_000913.3"	0.791265258401732	1.95570069326363	0.225846598616783	0.634620762574013	0.815338152321166
"CDS:b2131:osmF:putative_ABC_superfamily_transporter_periplasmic-binding_protein:cds2115:-:917:NC_000913.3"	0.432504580370054	4.04152899010844	0.225420090086765	0.634940755623561	0.815513502309569
"CDS:b3332:gspK:general_secretory_pathway_component2C_cryptic:cds3269:+:983:NC_000913.3"	0.523493147806526	3.29232032008134	0.224208076411283	0.635852112618825	0.816448075260925
"CDS:b4056:yjbQ:thiamine_phosphate_synthase:cds3972:+:416:NC_000913.3"	0.270933766816767	6.43143224671191	0.223878311643435	0.636100596438619	0.816510794094407
"CDS:b1879:flhA:putative_flagellar_export_pore_protein:cds1871:-:2078:NC_000913.3"	-0.76209524971002	5.12449079444115	0.223655753342076	0.636268424830993	0.816510794094407
"CDS:b3084:rlmG:23S_rRNA_m28229G1835_methyltransferase2C_SAM-dependent:cds3033:-:1136:NC_000913.3"	0.423582941062819	5.12934420837315	0.223288922707814	0.636545270298188	0.816630248615804
"CDS:b0738:tolR:membrane_spanning_protein_in_TolA-TolQ-TolR_complex:cds726:+:428:NC_000913.3"	-0.349107622704212	5.07548705242705	0.222752368167802	0.636950707111128	0.816914557691733
"CDS:b3745:viaA:stimulator_of_RavA_ATPase_activity3B_von_Willebrand_factor_domain_protein:cds3693:-:1451:NC_000913.3"	-0.270451158711395	6.95532988695365	0.221732820513277	0.637722756197009	0.817668761840597
"CDS:b3537:bcsF:DUF2636_family_small_membrane_protein_associated_with_cellulose_production:cds3473:+:191:NC_000913.3"	-0.513521036238903	3.3209036282859	0.221456664578476	0.637932247529059	0.817701444482012
"CDS:b0852:rimK:ribosomal_protein_S6_modification_protein:cds833:+:902:NC_000913.3"	-0.286841408200088	6.09949281423674	0.219588450840927	0.639353677226185	0.819287122720059
"CDS:b2628:yfjL:CP4-57_putative_defective_prophage2C_DUF42972FDUF1837_polymorphic_toxin_family_protein:cds2604:-:1616:NC_000913.3"	0.268731864010726	6.64729384304749	0.219051904545762	0.639763270951222	0.819420188921412
"CDS:b3804:hemD:uroporphyrinogen_III_synthase:cds3740:-:740:NC_000913.3"	0.271403476572605	6.68305345871034	0.218969417202662	0.639826295129905	0.819420188921412
"CDS:b3696:yidX:putative_lipoprotein:cds3643:+:656:NC_000913.3"	-0.432694794485434	4.03676040814286	0.217195886813317	0.641184868621883	0.820893565699263
"CDS:b2498:upp:uracil_phosphoribosyltransferase:cds2479:-:626:NC_000913.3"	-0.265580250961979	7.18471410140432	0.216985877612789	0.641346188143079	0.820893565699263
"CDS:b0950:pqiA:paraquat-inducible2C_SoxRS-regulated_inner_membrane_protein:cds930:+:1253:NC_000913.3"	-0.326490319088206	5.21536496553976	0.216469132285064	0.641743533295024	0.82116563834238
"CDS:b3826:yigL:pyridoxal_phosphate_phosphatase:cds3761:+:800:NC_000913.3"	-0.299551271427551	5.67828432047249	0.21533263694715	0.64261946181701	0.822048840139143
"CDS:b4161:rsgA:ribosome_small_subunit-dependent_GTPase_A:cds4081:-:1052:NC_000913.3"	-0.260161800227991	7.38682664432293	0.215094032902738	0.642803717255518	0.822048840139143
"CDS:b4502:yeiW:UPF0153_cysteine_cluster_protein:cds2155:-:254:NC_000913.3"	0.524656177692422	3.14814653753877	0.214682517986154	0.643121790361098	0.822218997803429
"CDS:b2871:ygeX:22C3-diaminopropionate_ammonia_lyase2C_PLP-dependent:cds2827:+:1196:NC_000913.3"	0.960526858738986	3.70714858338942	0.2140209053345	0.643633949181192	0.822332604983596
"CDS:b2370:evgS:hybrid_sensory_histidine_kinase_in_two-component_regulatory_system_with_EvgA:cds2354:+:3593:NC_000913.3"	-0.439088260022678	7.47904513945553	0.213988439314498	0.643659106072088	0.822332604983596
"CDS:b1252:tonB:membrane_spanning_protein_in_TonB-ExbB-ExbD_transport_complex:cds1232:+:719:NC_000913.3"	-0.420113933512527	5.40824910564843	0.213765716731626	0.64383174924091	0.822332604983596
"CDS:b1605:ydgI:putative_arginine2Fornithine_antiporter_transporter:cds1593:+:1382:NC_000913.3"	0.371538503089632	4.88669807732574	0.213612182401935	0.643950824784634	0.822332604983596
"CDS:b2079:baeR:response_regulator_in_two-component_regulatory_system_with_BaeS:cds2065:+:722:NC_000913.3"	-0.319377416646075	5.53557479399295	0.213370000237199	0.644138757921486	0.822336294226683
"CDS:b0832:gsiD:glutathione_transporter2C_permease_component2C_ABC_superfamily:cds813:+:911:NC_000913.3"	0.44680783903176	3.73363467520521	0.212850753910357	0.644542129191885	0.822614940301188
"CDS:b1021:pgaD:biofilm_PGA_synthase_PgaCD2C_regulatory_subunit3B_c-di-GMP-stimulated_activity_and_dimerization:cds1002:-:413:NC_000913.3"	-0.496333288380615	3.47083115149826	0.21206385538662	0.645154562299792	0.823160170789629
"CDS:b0475:hemH:ferrochelatase:cds466:+:962:NC_000913.3"	-0.332710318450118	5.14054855978727	0.21130768643321	0.645744377952574	0.823676238697255
"CDS:b0987:gfcA:O-antigen_capsule_production_threonine-rich_inner_membrane_protein:cds967:-:305:NC_000913.3"	0.525485116814191	2.98978664314741	0.210893530455307	0.646067963713973	0.823852519582466
"CDS:b1628:rsxB:SoxR_iron-sulfur_cluster_reduction_factor_component3B_putative_iron-sulfur_protein:cds1617:+:578:NC_000913.3"	-0.354438983828411	4.8208691512964	0.209468531422152	0.647184282841018	0.825039286559232
"CDS:b2863:ygeQ:IS2_repressor_TnpA:cds2820:-:1136:NC_000913.3"	0.415587743766348	4.10971118450942	0.208423564806401	0.648005813422765	0.825616398168456
"CDS:b2748:ftsB:cell_division_protein:cds2710:-:311:NC_000913.3"	-0.263106037809071	6.30595513916904	0.208420089050191	0.648008550137618	0.825616398168456
"CDS:b2052:wcaG:bifunctional_GDP-fucose_synthetase,_GDP-4-dehydro-6-deoxy-D-mannose_epimerase2F_GDP-4-dehydro-6-L-deoxygalactose_reductase:cds2036:-:965:NC_000913.3"	0.693279785287448	1.98206914531147	0.205943970378417	0.649965225186908	0.826799972598895
"CDS:b2848:yqeJ:uncharacterized_protein:cds2807:+:482:NC_000913.3"	0.693279785287448	1.98206914531147	0.205943970378417	0.649965225186908	0.826799972598895
"ncRNA:sokB:rna47:+:55:NC_000913.3"	0.693279785287448	1.98206914531147	0.205943970378417	0.649965225186908	0.826799972598895
"CDS:b3743:asnC:transcriptional_activator_of_asnA3B_autorepressor:cds3691:-:458:NC_000913.3"	-0.366095029422192	4.87139750189772	0.205738923317062	0.650127892133896	0.826799972598895
"CDS:b3575:yiaK:22C3-diketo-L-gulonate_reductase2C_NADH-dependent:cds3514:+:998:NC_000913.3"	0.520946497538998	3.29368641135417	0.205692639137424	0.650164623596191	0.826799972598895
"CDS:b1943:fliK:flagellar_hook-length_control_protein:cds1930:+:1127:NC_000913.3"	-0.787124462419962	4.35585282460199	0.205590200480452	0.650245937382089	0.826799972598895
"CDS:b4372:holD:DNA_polymerase_III2C_psi_subunit:cds4286:+:413:NC_000913.3"	-0.337800934615546	5.25987565236726	0.205539846883842	0.650285916027426	0.826799972598895
"CDS:b1771:ydjG:alpha-Keto_reductase2C_NADH-dependent3B_can_use_methylglyoxal_as_substrate:cds1759:-:980:NC_000913.3"	0.466476064059988	3.64087863853712	0.205363592626208	0.650425901036395	0.826799972598895
"CDS:b3068:mug:G2FU_mismatch-specific_DNA_glycosylase3B_xanthine_DNA_glycosylase:cds3018:-:506:NC_000913.3"	-0.320927416093759	5.24546215116846	0.203055523266577	0.652265738003194	0.828707371373023
"CDS:b1555:ydfR:Qin_prophage3B_uncharacterized_protein:cds1543:-:311:NC_000913.3"	0.611907535308066	2.33148784403924	0.203013482398742	0.652299366575795	0.828707371373023
"CDS:b4311:nanC:N-acetylnuraminic_acid_outer_membrane_channel_protein:cds4229:-:716:NC_000913.3"	-0.626317931554657	2.49267461842339	0.20264899889748	0.652591093372064	0.828841045711762
"CDS:b3693:dgoK:2-oxo-3-deoxygalactonate_kinase:cds3641:-:878:NC_000913.3"	0.489807292921001	3.69076326053982	0.202229801563512	0.652927002624498	0.829030742760934
"CDS:b0208:yafC:LysR_family_putative_transcriptional_regulator:cds197:-:914:NC_000913.3"	-0.3180933713148	5.39022468603199	0.201892966506534	0.653197217131257	0.829065592974528
"CDS:b2317:dedA:DedA_family_inner_membrane_protein:cds2301:-:659:NC_000913.3"	-0.311904528032616	5.26801009985749	0.201730600244985	0.653327566740953	0.829065592974528
"CDS:b2458:eutD:phosphate_acetyltransferase:cds2437:-:1016:NC_000913.3"	0.522865881521294	2.81213747580601	0.200831686969825	0.654050368132494	0.829745885235741
"CDS:b1736:chbA:N2CN27-diacetylchitobiose-specific_enzyme_IIA_component_of_PTS:cds1724:-:350:NC_000913.3"	-0.383250070424459	4.3410680579432	0.199514930168769	0.655112665594939	0.830665742852206
"CDS:b0442:ybaV:putative_competence-suppressing_periplasmic_helix-hairpin-helix_DNA-binding_protein:cds434:+:371:NC_000913.3"	0.385357845107569	4.22119142977492	0.199469629992317	0.65514928638546	0.830665742852206
"CDS:b2957:ansB:periplasmic_L-asparaginase_2:cds2911:-:1046:NC_000913.3"	0.333728534358087	10.9803334756024	0.19893181803775	0.65558443668504	0.830698139077785
"CDS:b4464:ygfQ:putative_purine_permease:cds2840:+:1367:NC_000913.3"	0.44894565247459	3.80851589116616	0.198759559891667	0.655723961984627	0.830698139077785
"CDS:b2123:yehR:lipoprotein2C_DUF1307_family:cds2106:+:461:NC_000913.3"	0.559401863640117	3.37102733204591	0.198745177434695	0.655735614735569	0.830698139077785
